epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,127.688,0.55803,0.74488,0.68167,0.95438,0.94333,0.93118,0.96347,0.89866,0.5,0.43452,0.46597,0.38428,0.59772,0.45314,0.64789,1.01566,0.00021471,0.00021471,0.00021471
134,128.802,0.48648,0.65183,0.67651,0.94027,0.94333,0.93118,0.96347,0.89866,0.5,0.43452,0.46597,0.38428,0.59772,0.45314,0.64789,1.01566,0.000203707,0.000203707,0.000203707
135,129.882,0.5113,0.53208,0.65197,0.97765,0.94333,0.93118,0.96347,0.89866,0.5,0.43452,0.46597,0.38428,0.59772,0.45314,0.64789,1.01566,0.000192705,0.000192705,0.000192705
136,131.02,0.56623,0.59704,0.65569,0.95991,0.94618,0.93491,0.96501,0.90005,0.49689,0.4375,0.46751,0.38845,0.61429,0.45014,0.64466,1.02081,0.000181703,0.000181703,0.000181703
137,132.103,0.48195,0.57668,0.63029,0.93598,0.94618,0.93491,0.96501,0.90005,0.49689,0.4375,0.46751,0.38845,0.61429,0.45014,0.64466,1.02081,0.000170701,0.000170701,0.000170701
138,133.198,0.51047,0.55628,0.60766,0.93925,0.94618,0.93491,0.96501,0.90005,0.49689,0.4375,0.46751,0.38845,0.61429,0.45014,0.64466,1.02081,0.000159699,0.000159699,0.000159699
139,134.294,0.52977,0.50334,0.62527,0.96507,0.94618,0.93491,0.96501,0.90005,0.49689,0.4375,0.46751,0.38845,0.61429,0.45014,0.64466,1.02081,0.000148696,0.000148696,0.000148696
140,135.422,0.53734,0.59013,0.66056,0.90911,0.94401,0.9375,0.96706,0.89331,0.49266,0.4375,0.46956,0.38468,0.62948,0.41765,0.64292,1.0266,0.000137694,0.000137694,0.000137694
141,136.824,0.5343,0.34642,0.92069,1.03307,0.94401,0.9375,0.96706,0.89331,0.49266,0.4375,0.46956,0.38468,0.62948,0.41765,0.64292,1.0266,0.000126692,0.000126692,0.000126692
142,137.741,0.47926,0.35664,0.78857,0.90908,0.94401,0.9375,0.96706,0.89331,0.49266,0.4375,0.46956,0.38468,0.62948,0.41765,0.64292,1.0266,0.00011569,0.00011569,0.00011569
143,138.605,0.46336,0.31869,0.81919,0.97742,0.94401,0.9375,0.96706,0.89331,0.49266,0.4375,0.46956,0.38468,0.62948,0.41765,0.64292,1.0266,0.000104688,0.000104688,0.000104688
144,139.393,0.51726,0.37907,0.81438,0.9726,0.95424,0.93003,0.96543,0.88873,0.49515,0.4375,0.46793,0.3732,0.65437,0.41856,0.65649,1.04168,9.36854e-05,9.36854e-05,9.36854e-05
145,140.163,0.44464,0.4167,0.74658,0.88431,0.95424,0.93003,0.96543,0.88873,0.49515,0.4375,0.46793,0.3732,0.65437,0.41856,0.65649,1.04168,8.26832e-05,8.26832e-05,8.26832e-05
146,140.944,0.49602,0.33981,0.80798,0.9836,0.95424,0.93003,0.96543,0.88873,0.49515,0.4375,0.46793,0.3732,0.65437,0.41856,0.65649,1.04168,7.1681e-05,7.1681e-05,7.1681e-05
147,141.747,0.44478,0.42719,0.77183,0.94287,0.95424,0.93003,0.96543,0.88873,0.49515,0.4375,0.46793,0.3732,0.65437,0.41856,0.65649,1.04168,6.06788e-05,6.06788e-05,6.06788e-05
148,142.523,0.5236,0.35604,0.80662,0.9683,0.92834,0.9375,0.95937,0.87955,0.47223,0.4375,0.46187,0.36805,0.64472,0.42067,0.66749,1.03435,4.96766e-05,4.96766e-05,4.96766e-05
149,143.307,0.4925,0.35697,0.85476,0.96276,0.92834,0.9375,0.95937,0.87955,0.47223,0.4375,0.46187,0.36805,0.64472,0.42067,0.66749,1.03435,3.86744e-05,3.86744e-05,3.86744e-05
150,144.066,0.49434,0.33074,0.81889,0.94122,0.92834,0.9375,0.95937,0.87955,0.47223,0.4375,0.46187,0.36805,0.64472,0.42067,0.66749,1.03435,2.76722e-05,2.76722e-05,2.76722e-05
